,Ped South,Ped North,Bike South,Bike North,Total
2014-09-11,-56.5,-49.33333333333334,-61.56666666666672,-37.60000000000002,-205.0
2014-09-12,-8.5,-21.333333333333343,9.43333333333328,3.3999999999999773,-17.0
2014-09-13,95.5,76.66666666666666,303.4333333333333,334.4,810.0
2014-09-14,111.5,100.66666666666666,326.4333333333333,321.4,860.0
2014-09-15,-42.5,-14.333333333333343,42.43333333333328,42.39999999999998,28.0
2014-09-16,-15.5,-26.333333333333343,-29.56666666666672,-29.600000000000023,-101.0
2014-09-17,-43.5,-39.33333333333334,-130.56666666666672,-173.60000000000002,-387.0
2014-09-18,-63.5,-48.33333333333334,-326.5666666666667,-332.6,-771.0
2014-09-19,159.5,130.66666666666666,-113.56666666666672,-139.60000000000002,37.0
2014-09-20,49.5,47.66666666666666,354.4333333333333,311.4,763.0
2014-09-21,63.5,55.66666666666666,257.4333333333333,231.39999999999998,608.0
2014-09-22,-48.5,-34.33333333333334,-147.56666666666672,-132.60000000000002,-363.0
2014-09-23,-75.5,-64.33333333333334,-301.5666666666667,-287.6,-729.0
2014-09-24,-77.5,-80.33333333333334,-378.5666666666667,-402.6,-939.0
2014-09-25,-95.5,-73.33333333333334,-330.5666666666667,-331.6,-831.0
2014-09-26,-92.5,-83.33333333333334,-357.5666666666667,-363.6,-897.0
2014-09-27,224.5,218.66666666666666,150.43333333333328,141.39999999999998,735.0
2014-09-28,47.5,39.66666666666666,37.43333333333328,50.39999999999998,175.0
2014-09-29,-85.5,-70.33333333333334,-339.5666666666667,-381.6,-877.0
2014-09-30,-69.5,-48.33333333333334,-241.56666666666672,-190.60000000000002,-550.0
2014-10-01,3.258064516129025,-6.290322580645153,84.87096774193549,82.25806451612902,164.0967741935483
2014-10-02,41.258064516129025,14.709677419354847,140.8709677419355,158.25806451612902,355.0967741935483
2014-10-03,0.2580645161290249,11.709677419354847,168.8709677419355,179.25806451612902,360.0967741935483
2014-10-04,67.25806451612902,60.70967741935485,267.8709677419355,280.258064516129,676.0967741935483
2014-10-05,151.25806451612902,101.70967741935485,451.8709677419355,464.258064516129,1169.0967741935483
2014-10-06,26.258064516129025,24.709677419354847,163.8709677419355,168.25806451612902,383.0967741935483
2014-10-07,-6.741935483870975,-20.290322580645153,74.87096774193549,106.25806451612902,154.0967741935483
2014-10-08,0.2580645161290249,-19.290322580645153,106.87096774193549,110.25806451612902,198.0967741935483
2014-10-09,-1.741935483870975,-19.290322580645153,38.87096774193549,58.258064516129025,76.0967741935483
2014-10-10,7.258064516129025,-19.290322580645153,-34.12903225806451,-12.741935483870975,-58.9032258064517
2014-10-11,55.258064516129025,56.70967741935485,-44.12903225806451,-66.74193548387098,1.096774193548299
2014-10-12,129.25806451612902,89.70967741935485,63.87096774193549,107.25806451612902,390.0967741935483
2014-10-13,4.258064516129025,9.709677419354847,45.87096774193549,3.258064516129025,63.0967741935483
2014-10-14,2.258064516129025,-22.290322580645153,-52.12903225806451,-58.741935483870975,-130.9032258064517
2014-10-15,-21.741935483870975,-20.290322580645153,-148.1290322580645,-144.74193548387098,-334.9032258064517
2014-10-16,49.258064516129025,19.709677419354847,98.87096774193549,91.25806451612902,259.0967741935483
2014-10-17,-42.741935483870975,-43.29032258064515,-189.1290322580645,-178.74193548387098,-453.9032258064517
